date,sst
2002-06-16,12.7904052734375
2002-07-16,13.44415283203125
2002-08-16,12.871612548828125
2002-09-16,13.136260986328125
2002-10-16,10.78057861328125
2002-11-16,11.052764892578125
2002-12-16,10.64361572265625
2003-01-16,10.552734375
2003-02-16,9.497344970703125
2003-03-16,9.626922607421875
2003-04-16,10.05322265625
2003-05-16,11.718353271484375
2003-06-16,12.991668701171875
2003-07-16,14.2236328125
2003-08-16,14.21417236328125
2003-09-16,13.1761474609375
2003-10-16,12.91656494140625
2003-11-16,11.278656005859375
2003-12-16,10.283203125
2004-01-16,9.4176025390625
2004-02-16,9.03070068359375
2004-03-16,9.45660400390625
2004-04-16,10.767059326171875
2004-05-16,12.527557373046875
2004-06-16,14.13385009765625
2004-07-16,14.158782958984375
2004-08-16,14.613525390625
2004-09-16,14.482330322265625
2004-10-16,12.91009521484375
2004-11-16,11.0166015625
2004-12-16,9.693145751953125
2005-01-16,8.69073486328125
2005-02-16,8.92486572265625
2005-03-16,9.75823974609375
2005-04-16,10.579315185546875
2005-05-16,12.5894775390625
2005-06-16,13.91265869140625
2005-07-16,14.204681396484375
2005-08-16,13.7020263671875
2005-09-16,13.073822021484375
2005-10-16,12.992523193359375
2005-11-16,11.815704345703125
2005-12-16,9.705474853515625
2006-01-16,10.122467041015625
2006-02-16,9.4227294921875
2006-03-16,8.62896728515625
2006-04-16,9.84906005859375
2006-05-16,11.35540771484375
2006-06-16,13.668212890625
2006-07-16,13.606170654296875
2006-08-16,13.2061767578125
2006-09-16,12.88006591796875
2006-10-16,11.53826904296875
2006-11-16,10.4368896484375
2006-12-16,9.76153564453125
2007-01-16,8.846405029296875
2007-02-16,8.451171875
2007-03-16,8.647705078125
2007-04-16,9.167510986328125
2007-05-16,10.43646240234375
2007-06-16,12.175201416015625
2007-07-16,15.16192626953125
2007-08-16,14.469085693359375
2007-09-16,12.580657958984375
2007-10-16,11.599578857421875
2007-11-16,10.42315673828125
2007-12-16,9.283905029296875
2008-01-16,7.849884033203125
2008-02-16,7.738739013671875
2008-03-16,7.785400390625
2008-04-16,8.1064453125
2008-05-16,9.8209228515625
2008-06-16,10.913177490234375
2008-07-16,12.59393310546875
2008-08-16,13.1103515625
2008-09-16,12.770050048828125
2008-10-16,11.59564208984375
2008-11-16,10.777862548828125
2008-12-16,9.4232177734375
2009-01-16,8.13134765625
2009-02-16,7.3350830078125
2009-03-16,7.86676025390625
2009-04-16,8.35247802734375
2009-05-16,10.440765380859375
2009-06-16,13.092041015625
2009-07-16,13.067474365234375
2009-08-16,13.831756591796875
2009-09-16,14.395263671875
2009-10-16,11.683349609375
2009-11-16,11.021087646484375
2009-12-16,9.16082763671875
2010-01-16,9.321044921875
2010-02-16,9.88226318359375
2010-03-16,9.7535400390625
2010-04-16,9.716278076171875
2010-05-16,10.396453857421875
2010-06-16,12.45037841796875
2010-07-16,12.577789306640625
2010-08-16,12.89190673828125
2010-09-16,12.772369384765625
2010-10-16,13.018646240234375
2010-11-16,11.501312255859375
2010-12-16,9.620574951171875
2011-01-16,8.7340087890625
2011-02-16,8.1610107421875
2011-03-16,8.560272216796875
2011-04-16,8.88751220703125
2011-05-16,10.33807373046875
2011-06-16,13.027435302734375
2011-07-16,13.440673828125
2011-08-16,14.05035400390625
2011-09-16,13.380645751953125
2011-10-16,13.427490234375
2011-11-16,10.96807861328125
2011-12-16,8.674591064453125
2012-01-16,8.247772216796875
2012-02-16,8.23065185546875
2012-03-16,7.649993896484375
2012-04-16,9.395111083984375
2012-05-16,10.707611083984375
2012-06-16,12.114776611328125
2012-07-16,13.942596435546875
2012-08-16,14.583343505859375
2012-09-16,13.3355712890625
2012-10-16,11.38555908203125
2012-11-16,11.5684814453125
2012-12-16,10.504852294921875
2013-01-16,9.0323486328125
2013-02-16,8.071868896484375
2013-03-16,7.952392578125
2013-04-16,9.45147705078125
2013-05-16,11.0574951171875
2013-06-16,13.56732177734375
2013-07-16,13.758209228515625
2013-08-16,14.15924072265625
2013-09-16,16.501312255859375
2013-10-16,13.2452392578125
2013-11-16,9.7252197265625
2013-12-16,8.1475830078125
2014-01-16,8.1943359375
2014-02-16,8.012664794921875
2014-03-16,8.948028564453125
2014-04-16,9.9735107421875
2014-05-16,13.3177490234375
2014-06-16,12.80078125
2014-07-16,14.54437255859375
2014-08-16,13.960205078125
2014-09-16,13.97723388671875
2014-10-16,15.267120361328125
2014-11-16,13.151824951171875
2014-12-16,12.058624267578125
2015-01-16,11.069915771484375
2015-02-16,10.990234375
2015-03-16,10.700225830078125
2015-04-16,10.7467041015625
2015-05-16,11.583343505859375
2015-06-16,13.233154296875
2015-07-16,15.29693603515625
2015-08-16,15.09130859375
2015-09-16,14.8675537109375
2015-10-16,14.3651123046875
2015-11-16,12.57373046875
2015-12-16,10.60516357421875
2016-01-16,10.222503662109375
2016-02-16,10.442962646484375
2016-03-16,10.4425048828125
2016-04-16,11.20068359375
2016-05-16,11.83758544921875
2016-06-16,13.667816162109375
2016-07-16,14.6143798828125
2016-08-16,13.8145751953125
2016-09-16,13.858978271484375
2016-10-16,12.64959716796875
2016-11-16,13.10870361328125
2016-12-16,10.640228271484375
2017-01-16,9.0521240234375
2017-02-16,9.012664794921875
2017-03-16,9.068939208984375
2017-04-16,10.27386474609375
2017-05-16,11.79693603515625
2017-06-16,13.70135498046875
2017-07-16,14.320159912109375
2017-08-16,14.060150146484375
2017-09-16,14.3197021484375
2017-10-16,12.1905517578125
2017-11-16,10.985107421875
2017-12-16,10.496856689453125
2018-01-16,9.59820556640625
