date,sst
2018-02-16,14.429168701171875
2018-03-16,13.481597900390625
2018-04-16,12.758026123046875
2018-05-16,13.792938232421875
2018-06-16,15.895782470703125
2018-07-16,19.66876220703125
2018-08-16,20.261322021484375
2018-09-16,18.95709228515625
2018-10-16,18.677490234375
2018-11-16,17.78204345703125
2018-12-16,15.782623291015625
2019-01-16,14.670166015625
2019-02-16,14.10601806640625
2019-03-16,13.736328125
2019-04-16,13.74267578125
2019-05-16,14.245452880859375
2019-06-16,16.112274169921875
2019-07-16,17.30328369140625
2019-08-16,17.966064453125
2019-09-16,19.5244140625
2019-10-16,17.33319091796875
2019-11-16,16.7120361328125
2019-12-16,14.918975830078125
2020-01-16,14.58709716796875
2020-02-16,14.65447998046875
2020-03-16,14.375946044921875
