time,latitude,longitude,sst,nobs,mask
UTC,degrees_north,degrees_east,degree_C,,
2003-02-16T00:00:00Z,33.36,-118.97,15.104767,28,1
2003-02-16T00:00:00Z,33.36,-118.96,15.111877,28,1
2003-02-16T00:00:00Z,33.36,-118.95,15.117645,28,1
2003-02-16T00:00:00Z,33.36,-118.94,15.123291,28,1
2003-02-16T00:00:00Z,33.36,-118.93,15.130676,28,1
2003-02-16T00:00:00Z,33.36,-118.92,15.139221,28,1
2003-02-16T00:00:00Z,33.36,-118.91,15.146973,28,1
2003-02-16T00:00:00Z,33.37,-120.64,14.216248,28,1
2003-02-16T00:00:00Z,33.37,-120.63,14.224091,28,1
2003-02-16T00:00:00Z,33.37,-120.62,14.2308655,28,1
2003-02-16T00:00:00Z,33.37,-120.61,14.233765,28,1
2003-02-16T00:00:00Z,33.37,-120.6,14.234192,28,1
2003-02-16T00:00:00Z,33.37,-120.59,14.2341,28,1
2003-02-16T00:00:00Z,33.37,-120.58,14.234161,28,1
2003-02-16T00:00:00Z,33.37,-120.57,14.233307,28,1
2003-02-16T00:00:00Z,33.37,-120.56,14.231262,28,1
2003-02-16T00:00:00Z,33.37,-120.55,14.229218,28,1
2003-02-16T00:00:00Z,33.37,-120.54,14.227753,28,1
2003-02-16T00:00:00Z,33.37,-120.53,14.226379,28,1
2003-02-16T00:00:00Z,33.37,-120.52,14.224548,28,1
2003-02-16T00:00:00Z,33.37,-120.51,14.220428,28,1
2003-02-16T00:00:00Z,33.37,-120.5,14.21347,28,1
2003-02-16T00:00:00Z,33.37,-120.49,14.2074585,28,1
2003-02-16T00:00:00Z,33.37,-120.48,14.205017,28,1
2003-02-16T00:00:00Z,33.37,-120.47,14.203522,28,1
2003-02-16T00:00:00Z,33.37,-120.46,14.199799,28,1
2003-02-16T00:00:00Z,33.37,-120.45,14.195709,28,1
2003-02-16T00:00:00Z,33.37,-120.44,14.194946,28,1
2003-02-16T00:00:00Z,33.37,-120.43,14.19873,28,1
2003-02-16T00:00:00Z,33.37,-120.42,14.207031,28,1
2003-02-16T00:00:00Z,33.37,-120.41,14.218842,28,1
2003-02-16T00:00:00Z,33.37,-120.4,14.232269,28,1
2003-02-16T00:00:00Z,33.37,-120.39,14.245026,28,1
2003-02-16T00:00:00Z,33.37,-120.38,14.254608,28,1
2003-02-16T00:00:00Z,33.37,-120.37,14.2604065,28,1
2003-02-16T00:00:00Z,33.37,-120.36,14.264709,28,1
2003-02-16T00:00:00Z,33.37,-120.35,14.268951,28,1
2003-02-16T00:00:00Z,33.37,-120.34,14.27301,28,1
2003-02-16T00:00:00Z,33.37,-120.33,14.276276,28,1
2003-02-16T00:00:00Z,33.37,-120.32,14.277405,28,1
2003-02-16T00:00:00Z,33.37,-120.31,14.275543,28,1
2003-02-16T00:00:00Z,33.37,-120.3,14.272888,28,1
2003-02-16T00:00:00Z,33.37,-120.29,14.27179,28,1
2003-02-16T00:00:00Z,33.37,-120.28,14.271698,28,1
2003-02-16T00:00:00Z,33.37,-120.27,14.271606,28,1
2003-02-16T00:00:00Z,33.37,-120.26,14.271606,28,1
2003-02-16T00:00:00Z,33.37,-120.25,14.273041,28,1
2003-02-16T00:00:00Z,33.37,-120.24,14.276794,28,1
2003-02-16T00:00:00Z,33.37,-120.23,14.283661,28,1
2003-02-16T00:00:00Z,33.37,-120.22,14.292908,28,1
2003-02-16T00:00:00Z,33.37,-120.21,14.302582,28,1
2003-02-16T00:00:00Z,33.37,-120.2,14.310242,28,1
2003-02-16T00:00:00Z,33.37,-120.19,14.31543,28,1
2003-02-16T00:00:00Z,33.37,-120.18,14.317566,28,1
2003-02-16T00:00:00Z,33.37,-120.17,14.318726,28,1
2003-02-16T00:00:00Z,33.37,-120.16,14.321381,28,1
2003-02-16T00:00:00Z,33.37,-120.15,14.326233,28,1
2003-02-16T00:00:00Z,33.37,-120.14,14.333496,28,1
2003-02-16T00:00:00Z,33.37,-120.13,14.340698,28,1
2003-02-16T00:00:00Z,33.37,-120.12,14.344269,28,1
2003-02-16T00:00:00Z,33.37,-120.11,14.343933,28,1
2003-02-16T00:00:00Z,33.37,-120.1,14.340851,28,1
2003-02-16T00:00:00Z,33.37,-120.09,14.336639,28,1
2003-02-16T00:00:00Z,33.37,-120.08,14.333008,28,1
2003-02-16T00:00:00Z,33.37,-120.07,14.330444,28,1
2003-02-16T00:00:00Z,33.37,-120.06,14.328613,28,1
2003-02-16T00:00:00Z,33.37,-120.05,14.3272705,28,1
2003-02-16T00:00:00Z,33.37,-120.04,14.327789,28,1
2003-02-16T00:00:00Z,33.37,-120.03,14.330414,28,1
2003-02-16T00:00:00Z,33.37,-120.02,14.333527,28,1
2003-02-16T00:00:00Z,33.37,-120.01,14.336121,28,1
2003-02-16T00:00:00Z,33.37,-120.0,14.337372,28,1
2003-02-16T00:00:00Z,33.37,-119.99,14.337433,28,1
2003-02-16T00:00:00Z,33.37,-119.98,14.338715,28,1
2003-02-16T00:00:00Z,33.37,-119.97,14.343994,28,1
2003-02-16T00:00:00Z,33.37,-119.96,14.352966,28,1
2003-02-16T00:00:00Z,33.37,-119.95,14.365387,28,1
2003-02-16T00:00:00Z,33.37,-119.94,14.378052,28,1
2003-02-16T00:00:00Z,33.37,-119.93,14.387817,28,1
2003-02-16T00:00:00Z,33.37,-119.92,14.392548,28,1
2003-02-16T00:00:00Z,33.37,-119.91,14.390106,28,1
2003-02-16T00:00:00Z,33.37,-119.9,14.382477,28,1
2003-02-16T00:00:00Z,33.37,-119.89,14.374023,28,1
2003-02-16T00:00:00Z,33.37,-119.88,14.369385,28,1
2003-02-16T00:00:00Z,33.37,-119.87,14.371643,28,1
2003-02-16T00:00:00Z,33.37,-119.86,14.382324,28,1
2003-02-16T00:00:00Z,33.37,-119.85,14.397583,28,1
2003-02-16T00:00:00Z,33.37,-119.84,14.412781,28,1
2003-02-16T00:00:00Z,33.37,-119.83,14.425446,28,1
2003-02-16T00:00:00Z,33.37,-119.82,14.432526,28,1
2003-02-16T00:00:00Z,33.37,-119.81,14.433838,28,1
2003-02-16T00:00:00Z,33.37,-119.8,14.429565,28,1
2003-02-16T00:00:00Z,33.37,-119.79,14.422699,28,1
2003-02-16T00:00:00Z,33.37,-119.78,14.4166565,28,1
2003-02-16T00:00:00Z,33.37,-119.77,14.41272,28,1
2003-02-16T00:00:00Z,33.37,-119.76,14.410248,28,1
2003-02-16T00:00:00Z,33.37,-119.75,14.408905,28,1
2003-02-16T00:00:00Z,33.37,-119.74,14.408813,28,1
2003-02-16T00:00:00Z,33.37,-119.73,14.408661,28,1
2003-02-16T00:00:00Z,33.37,-119.72,14.406036,28,1
2003-02-16T00:00:00Z,33.37,-119.71,14.399139,28,1
2003-02-16T00:00:00Z,33.37,-119.7,14.388092,28,1
2003-02-16T00:00:00Z,33.37,-119.69,14.373505,28,1
2003-02-16T00:00:00Z,33.37,-119.68,14.356506,28,1
2003-02-16T00:00:00Z,33.37,-119.67,14.33844,28,1
2003-02-16T00:00:00Z,33.37,-119.66,14.32254,28,1
2003-02-16T00:00:00Z,33.37,-119.65,14.311249,28,1
2003-02-16T00:00:00Z,33.37,-119.64,14.304291,28,1
2003-02-16T00:00:00Z,33.37,-119.63,14.30014,28,1
2003-02-16T00:00:00Z,33.37,-119.62,14.298828,28,1
2003-02-16T00:00:00Z,33.37,-119.61,14.301483,28,1
2003-02-16T00:00:00Z,33.37,-119.6,14.306061,28,1
2003-02-16T00:00:00Z,33.37,-119.59,14.309814,28,1
2003-02-16T00:00:00Z,33.37,-119.58,14.312988,28,1
2003-02-16T00:00:00Z,33.37,-119.57,14.319458,28,1
2003-02-16T00:00:00Z,33.37,-119.56,14.329498,28,1
2003-02-16T00:00:00Z,33.37,-119.55,14.339447,28,1
2003-02-16T00:00:00Z,33.37,-119.54,14.346832,28,1
2003-02-16T00:00:00Z,33.37,-119.53,14.353851,28,1
2003-02-16T00:00:00Z,33.37,-119.52,14.362213,28,1
2003-02-16T00:00:00Z,33.37,-119.51,14.371765,28,1
2003-02-16T00:00:00Z,33.37,-119.5,14.381683,28,1
2003-02-16T00:00:00Z,33.37,-119.49,14.389679,28,1
2003-02-16T00:00:00Z,33.37,-119.48,14.393219,28,1
2003-02-16T00:00:00Z,33.37,-119.47,14.39386,28,1
2003-02-16T00:00:00Z,33.37,-119.46,14.394745,28,1
2003-02-16T00:00:00Z,33.37,-119.45,14.395935,28,1
2003-02-16T00:00:00Z,33.37,-119.44,14.396515,28,1
2003-02-16T00:00:00Z,33.37,-119.43,14.39679,28,1
2003-02-16T00:00:00Z,33.37,-119.42,14.398987,28,1
2003-02-16T00:00:00Z,33.37,-119.41,14.404083,28,1
2003-02-16T00:00:00Z,33.37,-119.4,14.412018,28,1
2003-02-16T00:00:00Z,33.37,-119.39,14.422302,28,1
2003-02-16T00:00:00Z,33.37,-119.38,14.433105,28,1
2003-02-16T00:00:00Z,33.37,-119.37,14.443298,28,1
2003-02-16T00:00:00Z,33.37,-119.36,14.451843,28,1
2003-02-16T00:00:00Z,33.37,-119.35,14.458893,28,1
2003-02-16T00:00:00Z,33.37,-119.34,14.466156,28,1
2003-02-16T00:00:00Z,33.37,-119.33,14.47525,28,1
2003-02-16T00:00:00Z,33.37,-119.32,14.486176,28,1
2003-02-16T00:00:00Z,33.37,-119.31,14.498352,28,1
2003-02-16T00:00:00Z,33.37,-119.3,14.510498,28,1
2003-02-16T00:00:00Z,33.37,-119.29,14.520813,28,1
2003-02-16T00:00:00Z,33.37,-119.28,14.529297,28,1
2003-02-16T00:00:00Z,33.37,-119.27,14.537109,28,1
2003-02-16T00:00:00Z,33.37,-119.26,14.545288,28,1
2003-02-16T00:00:00Z,33.37,-119.25,14.5546875,28,1
2003-02-16T00:00:00Z,33.37,-119.24,14.565399,28,1
2003-02-16T00:00:00Z,33.37,-119.23,14.576843,28,1
